"","group","n","r2","pval","Slope","Slope_lowCI","Slope_highCI","Int","Int_lowCI","Int_highCI","Slope_test","Slope_test_p","Elev_test","Elev_test_p","rmsd","rmse","intercept","metric","method","point"
"PRG_scaled_PA_200","all",1375,0.528958578462631,1.06195351644893e-226,0.684523700921975,0.660103236099517,0.709847598828126,0.301200632931572,0.283765699674923,0.31863556618822,1,0,0,1.88192896577651e-183,0.313525801434622,0.209541804329545,0.301200632931572,"PRG_scaled","PA","200"
"PRG_scaled_PA_400","all",1396,0.563124693150024,6.07244623560139e-253,0.711540582025814,0.687259531191737,0.736679488448426,0.300153722148408,0.283517069544955,0.316790374751861,1,0,0,2.69937376192215e-196,0.304320087319005,0.201003593581314,0.300153722148408,"PRG_scaled","PA","400"
"PRG_scaled_PBG_40","all",1342,0.10035105841734,1.157844987993e-32,0.853605223417711,0.811318050365756,0.898096470450172,0.363712563456712,0.339749783192575,0.387675343720848,1,1.1232321739385e-09,0,6.01038014253284e-150,0.482712853864396,0.338139213062427,0.363712563456712,"PRG_scaled","PBG","40"
"PRG_scaled_PBG_80","all",1386,0.0958456923341129,3.60951245082654e-32,0.855114161029356,0.813313233963579,0.899063482379881,0.359626645106271,0.335988861607954,0.383264428604588,1,1.01966457499714e-09,0,1.60340560061374e-151,0.474381912794429,0.332262310577843,0.359626645106271,"PRG_scaled","PBG","80"
"PRG_scaled_PBG_120","all",1400,0.149919283257575,2.70454168855268e-51,0.880510979742565,0.838947806866275,0.924133276351472,0.329836634072832,0.306895864037393,0.352777404108272,1,2.61892818320675e-07,0,6.39183190129088e-139,0.449182684429359,0.322584493236713,0.329836634072832,"PRG_scaled","PBG","120"
"PRG_scaled_PBG_160","all",1400,0.155336604362605,3.04571501527684e-53,0.881920875818092,0.840420733383645,0.92547030351368,0.344549426148674,0.321577952949787,0.36752089934756,1,3.3850677838565e-07,0,1.68550400472363e-148,0.451180610932774,0.314308659104594,0.344549426148674,"PRG_scaled","PBG","160"
"PRG_scaled_PBG_200","all",1398,0.143326505898563,7.15350924600643e-49,0.865814668748279,0.824762270989008,0.908910442424545,0.35233041436119,0.329585593982112,0.375075234740268,1,6.61819510305861e-09,0,4.24778283533417e-156,0.457790845008349,0.31679558325862,0.35233041436119,"PRG_scaled","PBG","200"
"PRG_scaled_PBG_400","all",1407,0.160132110439899,3.03663682880513e-55,0.903662939752082,0.86136095309033,0.948042404002191,0.334600574579962,0.311683202653519,0.357517946506404,1,3.51984294688634e-05,0,1.76785831024131e-142,0.445253040157059,0.312379723252115,0.334600574579962,"PRG_scaled","PBG","400"
"Spec_scaled_PAA_40","all",1342,0.449826155474978,4.42944367547232e-176,1.45532842845619,1.39862829923926,1.51432717028876,-0.47861911197217,-0.52606177729343,-0.43117644665091,1,0,0,1.11723848980854e-76,0.245189599254651,0.234756663493605,-0.47861911197217,"Spec_scaled","PAA","40"
"Spec_scaled_PAA_80","all",1386,0.428426433099352,2.56363736386329e-170,1.50488973897549,1.44609206167253,1.56607811251961,-0.527578663284255,-0.577138259155764,-0.478019067412745,1,0,0,2.10210533607474e-84,0.247020213426508,0.235030623989647,-0.527578663284255,"Spec_scaled","PAA","80"
"Spec_scaled_PAA_120","all",1400,0.486442584338789,1.53808533563988e-204,1.3712542316744,1.32066663317482,1.42377956756938,-0.411670499810692,-0.453320705546715,-0.370020294074669,1,0,0,2.32699206281189e-74,0.243154066277555,0.22666135085726,-0.411670499810692,"Spec_scaled","PAA","120"
"Spec_scaled_PAA_160","all",1400,0.491190591694186,2.31846816817093e-207,1.42112873734423,1.36893948458468,1.47530764569797,-0.44859527223322,-0.492255763818517,-0.404934780647923,1,0,0,1.62898461706797e-79,0.234031326763538,0.220856583950587,-0.44859527223322,"Spec_scaled","PAA","160"
"Spec_scaled_PAA_200","all",1398,0.469980611301634,1.11860372818262e-194,1.37666480200844,1.32504945643697,1.4302907471734,-0.406967862641814,-0.449857783429097,-0.364077941854531,1,0,0,2.99530207764654e-69,0.235475969145353,0.225352871329581,-0.406967862641814,"Spec_scaled","PAA","200"
"Spec_scaled_PAA_400","all",1407,0.468359090361561,5.4866359541074e-195,1.39070238930785,1.33864713576507,1.44478188758923,-0.414451726268451,-0.457479210039556,-0.371424242497347,1,0,0,3.91121448365752e-71,0.235430482732389,0.226598860374701,-0.414451726268451,"Spec_scaled","PAA","400"
"Spec_scaled_PA_40","all",1148,0.179240940751501,3.88513878190188e-51,1.4004444227856,1.32883960418017,1.4759076830204,-0.625902562103732,-0.696563957475606,-0.555241166731858,1,0,0,3.13964657779469e-60,0.373371269570619,0.309211204062421,-0.625902562103732,"Spec_scaled","PA","40"
"Spec_scaled_PA_80","all",1321,0.235451241941037,5.7602949677476e-79,1.54309727410322,1.47193545779022,1.61769946144211,-0.740734917306956,-0.809516844877233,-0.671952989736679,1,0,0,1.43449387085078e-85,0.347946930036783,0.285998226178648,-0.740734917306956,"Spec_scaled","PA","80"
"Spec_scaled_PA_120","all",1363,0.281368244361922,9.16414192237367e-100,1.48528285491724,1.41983846097218,1.55374376716108,-0.67297468392406,-0.734476716506718,-0.611472651341402,1,0,0,2.86107095896725e-88,0.347177724010264,0.282077797131434,-0.67297468392406,"Spec_scaled","PA","120"
"Spec_scaled_PA_160","all",1371,0.35663692038166,2.7874073712913e-133,1.46946516583693,1.40830226929183,1.53328438126708,-0.62238523328341,-0.67925910337733,-0.565511363189491,1,0,0,2.38384906457729e-88,0.310081655156893,0.256456612951595,-0.62238523328341,"Spec_scaled","PA","160"
"Spec_scaled_PA_200","all",1375,0.372554708237814,3.82588162937641e-141,1.53814491564948,1.47499364906279,1.6039999786044,-0.686422697946321,-0.744886554413909,-0.627958841478733,1,0,0,1.62277518821819e-99,0.308736883253966,0.25046623216363,-0.686422697946321,"Spec_scaled","PA","200"
"Spec_scaled_PA_400","all",1396,0.391071146497773,2.37688073882726e-152,1.48761092011951,1.42786957787665,1.5498518099599,-0.606048207840918,-0.65995430313748,-0.552142112544357,1,0,0,1.05192429206418e-92,0.291011687158706,0.24626612186508,-0.606048207840918,"Spec_scaled","PA","400"
"Spec_scaled_PBG_40","all",1342,0.271304279712165,3.36263752324164e-94,1.60443583022541,1.53271591935306,1.67951170912197,-0.47480625205875,-0.529427403939722,-0.420185100177778,1,0,0,3.65792910669525e-59,0.252340585147452,0.283167389703107,-0.47480625205875,"Spec_scaled","PBG","40"
"Spec_scaled_PBG_80","all",1386,0.223024338429399,6.57602868082004e-78,1.68486176929858,1.6083688041427,1.76499268969411,-0.503430491117622,-0.560354344116403,-0.44650663811884,1,0,0,3.67613852014275e-61,0.252726552141284,0.290495669386218,-0.503430491117622,"Spec_scaled","PBG","80"
"Spec_scaled_PBG_120","all",1400,0.298402463165813,1.01515457400016e-109,1.55108516228356,1.48441891733337,1.62074543281767,-0.401500909599973,-0.449949924001661,-0.353051895198284,1,0,0,1.46386748077304e-54,0.247328564280587,0.277577635763295,-0.401500909599973,"Spec_scaled","PBG","120"
"Spec_scaled_PBG_160","all",1400,0.27979860915892,9.23009663147071e-102,1.63073933084559,1.5597473159674,1.70496255255124,-0.439635628579863,-0.491402214275298,-0.387869042884429,1,0,0,5.52283312022262e-57,0.243637827464049,0.277137123478095,-0.439635628579863,"Spec_scaled","PBG","160"
"Spec_scaled_PBG_200","all",1398,0.257323129371582,2.764505710947e-92,1.58846903240718,1.51822199761814,1.66196634673663,-0.40106682641297,-0.451809626575856,-0.350324026250084,1,0,0,3.79584962518043e-50,0.247371112748846,0.282093182202697,-0.40106682641297,"Spec_scaled","PBG","200"
"Spec_scaled_PBG_400","all",1407,0.284624318637036,2.57260121272806e-104,1.60801910276103,1.53841617055089,1.68077109714627,-0.404761913162707,-0.454449319650816,-0.355074506674598,1,0,0,6.07515783009561e-53,0.242540758090785,0.275481153979683,-0.404761913162707,"Spec_scaled","PBG","400"
"Sens_scaled_PAA_40","all",1342,0.258683090725314,3.41678295246644e-89,2.23832175418977,2.13742406603201,2.34398234533781,-1.42393532071296,-1.5218660164407,-1.32600462498522,1,0,0,3.05841742665173e-140,0.363592795797433,0.28676728792014,-1.42393532071296,"Sens_scaled","PAA","40"
"Sens_scaled_PAA_80","all",1386,0.386190820792177,7.18611419325502e-149,1.94019961933557,1.86170095253322,2.02200818436909,-1.09331795390207,-1.16755843736048,-1.01907747044365,1,0,0,5.31389262232139e-144,0.32498056873159,0.246032972231472,-1.09331795390207,"Sens_scaled","PAA","80"
"Sens_scaled_PAA_120","all",1400,0.360363541201254,7.89775146054556e-138,2.0071093653801,1.92465684637789,2.09309415970849,-1.1617852101793,-1.2390267209871,-1.08454369937151,1,0,0,3.77286445561294e-149,0.345027450711628,0.260523879016833,-1.1617852101793,"Sens_scaled","PAA","120"
"Sens_scaled_PAA_160","all",1400,0.403206669505824,6.71174978082684e-159,1.93469410644598,1.85786829770271,2.01469678455956,-1.06999123322712,-1.14191413933966,-0.998068327114591,1,0,0,1.30964150252687e-146,0.317852446756566,0.243961220932973,-1.06999123322712,"Sens_scaled","PAA","160"
"Sens_scaled_PAA_200","all",1398,0.402675367052562,2.09584430466419e-158,1.87862254697473,1.80393837359578,1.95639869169535,-1.0082023861745,-1.07754723476192,-0.938857537587088,1,0,0,2.33989200034781e-141,0.314036348039915,0.242936095497048,-1.0082023861745,"Sens_scaled","PAA","200"
"Sens_scaled_PAA_400","all",1407,0.436422781941649,3.56826470981064e-177,1.974183526295,1.89814466569888,2.05326847100959,-1.0857704241911,-1.15581823319731,-1.01572261518489,1,0,0,1.82763326622495e-156,0.30985262286407,0.234967696194345,-1.0857704241911,"Sens_scaled","PAA","400"
"Sens_scaled_PA_40","all",1148,0.29904474494106,1.63697580858268e-90,1.33532759857635,1.27210284242308,1.40169468698243,-0.507551386993394,-0.567131478646445,-0.447971295340343,1,0,0,2.74004737453786e-56,0.325202322753377,0.274111423049315,-0.507551386993394,"Sens_scaled","PA","40"
"Sens_scaled_PA_80","all",1321,0.315073324909183,1.58157164088088e-110,1.40546498991709,1.34403874910743,1.46969857765965,-0.558414688895991,-0.615512548615393,-0.501316829176589,1,0,0,1.48923955403324e-72,0.311221929537489,0.264018884138214,-0.558414688895991,"Sens_scaled","PA","80"
"Sens_scaled_PA_120","all",1363,0.350853891630333,7.25810243654069e-130,1.40924430623495,1.35016123838421,1.47091284966253,-0.550706521737736,-0.604020755237639,-0.497392288237833,1,0,0,5.34955542051229e-80,0.311375966869588,0.262832383866771,-0.550706521737736,"Sens_scaled","PA","120"
"Sens_scaled_PA_160","all",1371,0.337633152434244,1.29062542761875e-124,1.50088729270232,1.43752076763529,1.56704704106705,-0.618610826399521,-0.676177296759975,-0.561044356039068,1,0,0,1.17394271343448e-85,0.299077883972199,0.261540574619201,-0.618610826399521,"Sens_scaled","PA","160"
"Sens_scaled_PA_200","all",1375,0.357742514104185,3.53202537434385e-134,1.48798691068529,1.42619358600189,1.55245758226808,-0.604462181192069,-0.660243265357758,-0.548681097026381,1,0,0,6.42772034520071e-87,0.294548584921758,0.254375277654183,-0.604462181192069,"Sens_scaled","PA","200"
"Sens_scaled_PA_400","all",1396,0.356390398119981,1.45579582583482e-135,1.5000076083766,1.43811310678149,1.56456596812698,-0.598702177297445,-0.653850064099025,-0.543554290495864,1,0,0,2.33981418468684e-87,0.288710802384664,0.255421041055325,-0.598702177297445,"Sens_scaled","PA","400"
"Sens_scaled_PBG_40","all",1342,0.224812675272291,3.66227991043393e-76,2.12625223350591,2.02829342388099,2.22894207872468,-1.29575928382734,-1.38996474844112,-1.20155381921355,1,0,0,1.97185155241665e-128,0.359249589513087,0.296653416427175,-1.29575928382734,"Sens_scaled","PBG","40"
