"","group","n","r2","pval","Slope","Slope_lowCI","Slope_highCI","Int","Int_lowCI","Int_highCI","Slope_test","Slope_test_p","Elev_test","Elev_test_p","rmsd","rmse","intercept","metric","method","point"
"COR_scaled_PBG_400","all",1407,0.607121414928352,2.52745337841285e-287,1.33288644104323,1.28988070823869,1.37732602198757,0.0589736330968613,0.0339990876542659,0.0839481785394568,1,0,0,3.9539168242115e-06,0.302350821455175,0.207635773834533,0.0589736330968613,"COR_scaled","PBG","400"
"PRG_scaled_PAA_40","all",1342,0.530148847837068,4.88899752395967e-222,0.850397003861873,0.819732079338991,0.882209056354606,0.276367380309183,0.255075284868051,0.297659475750315,1,0,0,5.61276779502908e-117,0.324276875748579,0.234046132364005,0.276367380309183,"PRG_scaled","PAA","40"
"PRG_scaled_PAA_80","all",1386,0.602971322206648,6.69388653964727e-280,0.839135993644963,0.81171836373147,0.867479716232543,0.267438005999897,0.247975932771586,0.286900079228208,1,0,0,5.40328897939456e-129,0.291135342180487,0.206555381782378,0.267438005999897,"PRG_scaled","PAA","80"
"PRG_scaled_PAA_120","all",1400,0.615825659566529,1.04593884626407e-292,0.840722683772309,0.813827773691465,0.868506401303132,0.259263047862857,0.240573752870656,0.277952342855059,1,0,0,3.29148898972733e-131,0.29179496104529,0.209450589531399,0.259263047862857,"PRG_scaled","PAA","120"
"PRG_scaled_PAA_160","all",1400,0.6377408825591,1.51746483542981e-310,0.834893065002541,0.808945225516083,0.861673210994777,0.260769363956566,0.242063442764442,0.27947528514869,1,0,0,3.03165845576624e-132,0.280507222411813,0.200108116967053,0.260769363956566,"PRG_scaled","PAA","160"
"PRG_scaled_PAA_200","all",1398,0.622257787899528,2.0640417462993e-297,0.821910271133238,0.795816194814149,0.848859948058829,0.273954501727636,0.255391433532016,0.292517569923257,1,0,0,9.89228537381522e-145,0.289690724366557,0.202441786034372,0.273954501727636,"PRG_scaled","PAA","200"
"PRG_scaled_PAA_400","all",1407,0.597487425684694,6.26927951616442e-280,0.821809006763743,0.794975560282639,0.84954818404467,0.273025986593091,0.253883584673742,0.29216838851244,1,0,0,2.72671405878715e-137,0.296138407955499,0.21053368574932,0.273025986593091,"PRG_scaled","PAA","400"
"PRG_scaled_PA_40","all",1149,0.358088493536583,1.51844190341791e-112,0.696749985137181,0.665160160104374,0.729840075978823,0.281516052391099,0.254354817544315,0.308677287237882,1,0,0,9.44940609589373e-79,0.374214424263839,0.283044934724427,0.281516052391099,"PRG_scaled","PA","40"
"PRG_scaled_PA_80","all",1321,0.438344481953714,1.97647870694118e-167,0.701011610853882,0.67320758981979,0.729963960571956,0.330206520931966,0.308210413759046,0.352202628104886,1,0,0,6.36577258367917e-147,0.361793074634416,0.253271791711742,0.330206520931966,"PRG_scaled","PA","80"
"PRG_scaled_PA_120","all",1363,0.501809648701343,3.64632884489537e-208,0.735642882396817,0.708550599642111,0.763771071105497,0.335800170296378,0.316295410839242,0.355304929753513,1,0,0,4.01097304518366e-182,0.363492390941498,0.243426659284876,0.335800170296378,"PRG_scaled","PA","120"
"PRG_scaled_PA_160","all",1371,0.536017026548541,1.54683831267099e-230,0.756193473310237,0.729376903867412,0.783995991708765,0.332628596282882,0.313168448682737,0.352088743883027,1,0,0,1.90276294845284e-180,0.346694167383966,0.231263184077777,0.332628596282882,"PRG_scaled","PA","160"
"PRG_scaled_PA_200","all",1375,0.537714021070666,2.68342371528906e-232,0.75074681229407,0.724209331123946,0.778256716597382,0.339524123988313,0.320594287732661,0.358453960243965,1,0,0,7.43306443548907e-194,0.348413781613444,0.227273712265204,0.339524123988313,"PRG_scaled","PA","200"
"PRG_scaled_PA_400","all",1396,0.579280290916498,2.35007887495069e-264,0.779418852884059,0.753309297832716,0.806433360080478,0.340078181247437,0.32221646641517,0.357939896079705,1,0,0,3.61151731564192e-212,0.343634813226579,0.215412465490266,0.340078181247437,"PRG_scaled","PA","400"
"PRG_scaled_PBG_40","all",1343,0.32480465411571,1.63720658808265e-116,0.993445216828727,0.950676732440133,1.03813774457978,0.37479702423962,0.352132515130922,0.397461533348318,1,0.769505212925118,0,6.72365491685622e-171,0.475194769975371,0.294253880514093,0.37479702423962,"PRG_scaled","PBG","40"
"PRG_scaled_PBG_80","all",1386,0.36147453915029,5.43288659618374e-137,1.0381860222668,0.995362630524171,1.08285180071766,0.382422624142074,0.361084311419616,0.403760936864531,1,0.081188224170711,0,4.9459037329838e-194,0.479907767206738,0.275913067217002,0.382422624142074,"PRG_scaled","PBG","80"
"PRG_scaled_PBG_120","all",1400,0.381813619491629,3.38973517351458e-148,1.0426904701824,1.00056560210096,1.08658883967858,0.370239693287992,0.349564330561898,0.390915056014087,1,0.0469428301627435,0,2.66201140236688e-194,0.472091484260427,0.279053847221383,0.370239693287992,"PRG_scaled","PBG","120"
"PRG_scaled_PBG_160","all",1400,0.37120222213116,5.04623431718947e-143,1.03838144170946,0.996079745687433,1.08247961386111,0.387450262102475,0.366411006747121,0.408489517457829,1,0.0758998519059521,0,2.15238679896602e-202,0.485448241405018,0.278716474236202,0.387450262102475,"PRG_scaled","PBG","160"
"PRG_scaled_PBG_200","all",1398,0.36686487228953,9.79774340183244e-141,1.04613095307598,1.00333992908669,1.09074695350742,0.393140468352381,0.372458522565449,0.413822414139312,1,0.0343189810867751,0,9.15990506781682e-212,0.490266511033245,0.276633118897605,0.393140468352381,"PRG_scaled","PBG","200"
"PRG_scaled_PBG_400","all",1407,0.367829548029891,4.27260622008954e-142,1.06380789954789,1.02046303751682,1.10899386409363,0.384335780283574,0.363479294764828,0.405192265802319,1,0.0035799333428177,0,7.47822031369904e-203,0.487192620999274,0.277179488262334,0.384335780283574,"PRG_scaled","PBG","400"
"Spec_scaled_PAA_40","all",1342,0.466718021694492,3.66892073193762e-185,2.02393453343645,1.94627691867156,2.10469073354299,-0.931955671221727,-0.99895618641307,-0.864955156030384,1,0,0,9.5084541183598e-131,0.25362518972382,0.252651675852955,-0.931955671221727,"Spec_scaled","PAA","40"
"Spec_scaled_PAA_80","all",1386,0.476430641694916,1.05223193139884e-196,2.01944067332013,1.94385907407756,2.09796105460726,-0.923664246036861,-0.988904599634507,-0.858423892439215,1,0,0,2.66470247879709e-135,0.244103997968312,0.243177093759647,-0.923664246036861,"Spec_scaled","PAA","80"
"Spec_scaled_PAA_120","all",1400,0.541054793362166,1.07907450801165e-238,1.81877886081793,1.75528290721479,1.88457172969745,-0.739928986207617,-0.793372531330897,-0.686485441084337,1,0,0,8.5176068589864e-131,0.238362736480705,0.232148370213323,-0.739928986207617,"Spec_scaled","PAA","120"
"Spec_scaled_PAA_160","all",1400,0.545162416611006,2.00526358805465e-241,1.81847292429051,1.75526726707788,1.8839545625908,-0.728467959020489,-0.782168371521871,-0.674767546519107,1,0,0,1.43973764623411e-126,0.229469939754829,0.22807630139003,-0.728467959020489,"Spec_scaled","PAA","160"
"Spec_scaled_PAA_200","all",1398,0.522977122122436,1.23101300752544e-226,1.75736937206675,1.69479868489204,1.8222501217453,-0.668401675167546,-0.721100190130604,-0.615703160204487,1,0,0,2.10403215203617e-113,0.228206563310989,0.231788916354105,-0.668401675167546,"Spec_scaled","PAA","200"
"Spec_scaled_PAA_400","all",1407,0.500683301017827,3.86491105092063e-214,1.74023683227948,1.67707160825093,1.80578111126725,-0.643296500159392,-0.696118494156422,-0.590474506162362,1,0,0,3.88603695379588e-106,0.230815824866149,0.238934692979265,-0.643296500159392,"Spec_scaled","PAA","400"
"Spec_scaled_PA_40","all",1149,0.176211958704715,2.93410827947522e-50,1.53669574958103,1.4580169124652,1.61962032579425,-0.680456385651457,-0.758110723258262,-0.602802048044653,1,0,0,4.04446717394033e-59,0.347063350796663,0.340219365091889,-0.680456385651457,"Spec_scaled","PA","40"
"Spec_scaled_PA_80","all",1321,0.233810234762054,2.37713186168862e-78,1.68660144701698,1.60874034962695,1.76823092784327,-0.79537097749042,-0.870632256360489,-0.72010969862035,1,0,0,7.17751153682521e-83,0.317389771769564,0.313109237612518,-0.79537097749042,"Spec_scaled","PA","80"
"Spec_scaled_PA_120","all",1363,0.284560184102092,4.40600855510196e-101,1.62647907434275,1.55496898126526,1.70127778183864,-0.724403761757015,-0.791598746547876,-0.657208776966154,1,0,0,4.59539033532467e-86,0.317834775372106,0.307904678952859,-0.724403761757015,"Spec_scaled","PA","120"
"Spec_scaled_PA_160","all",1371,0.361107233015314,2.3427649884425e-135,1.6249537473953,1.557549314099,1.69527517188211,-0.684942688417224,-0.747611503099068,-0.62227387373538,1,0,0,3.67266937978609e-88,0.285306810058996,0.282276583436064,-0.684942688417224,"Spec_scaled","PA","160"
"Spec_scaled_PA_200","all",1375,0.367985720228037,5.60505687396028e-139,1.6869501972172,1.61744315223957,1.75944419681815,-0.743645189806337,-0.808001936363864,-0.67928844324881,1,0,0,6.87882548494055e-97,0.282937544388783,0.276017449600033,-0.743645189806337,"Spec_scaled","PA","200"
"Spec_scaled_PA_400","all",1396,0.386536502347245,4.21100246239142e-150,1.62952335564085,1.56384480576298,1.69796028147659,-0.652571973354675,-0.711843790557264,-0.593300156152086,1,0,0,1.80127998494647e-89,0.268753724594878,0.271064929210027,-0.652571973354675,"Spec_scaled","PA","400"
"Spec_scaled_PBG_40","all",1343,0.299297359177896,1.07083287707795e-105,2.28054540447628,2.18057115591259,2.38510324589763,-0.992601542871638,-1.07217083440624,-0.913032251337033,1,0,0,1.20412828274412e-109,0.268349857719344,0.301964661104159,-0.992601542871638,"Spec_scaled","PBG","40"
"Spec_scaled_PBG_80","all",1386,0.262744241941409,1.02902975232351e-93,2.29418649946326,2.19266491290354,2.40040859109192,-0.945075511121772,-1.02361690530066,-0.866534116942881,1,0,0,8.45091451487328e-104,0.266641662796126,0.305041378457441,-0.945075511121772,"Spec_scaled","PBG","80"
"Spec_scaled_PBG_120","all",1400,0.34006699188637,2.47242210436399e-128,2.14356288537552,2.05414876518028,2.23686907270135,-0.810095498055226,-0.877250122310291,-0.742940873800161,1,0,0,2.16962973554638e-104,0.262116732121812,0.291470161835928,-0.810095498055226,"Spec_scaled","PBG","120"
"Spec_scaled_PBG_160","all",1400,0.32832368391372,5.69101611953305e-123,2.1499136177158,2.05945762956999,2.24434263530099,-0.782341109091614,-0.850023054030188,-0.714659164153041,1,0,0,3.45263062412827e-97,0.263353317656097,0.291364771518591,-0.782341109091614,"Spec_scaled","PBG","160"
"Spec_scaled_PBG_200","all",1398,0.304348251329416,3.7718987911451e-112,2.10308923170423,2.01300976848563,2.19719962901008,-0.733552440931421,-0.800150218488545,-0.666954663374298,1,0,0,1.48665249959408e-89,0.264301230960289,0.29497316428911,-0.733552440931421,"Spec_scaled","PBG","200"
"Spec_scaled_PBG_400","all",1407,0.312534939394742,1.77201366074092e-116,2.11867773482854,2.02873775296504,2.2126050237384,-0.722126051971368,-0.787591331303989,-0.656660772638748,1,0,0,7.54022764145044e-90,0.265669071239513,0.293412410859758,-0.722126051971368,"Spec_scaled","PBG","400"
"Sens_scaled_PAA_40","all",1342,0.480570829707031,7.93822610632592e-193,2.0815996392921,2.00275309214949,2.16355030247412,-1.12110015787541,-1.1943870485345,-1.04781326721632,1,0,0,9.03229254469648e-152,0.282615788845501,0.248606413883916,-1.12110015787541,"Sens_scaled","PAA","40"
"Sens_scaled_PAA_80","all",1386,0.549377285813464,7.93875323359114e-242,1.96991659580449,1.90142115763899,2.04087946472863,-0.994297995195973,-1.05724360688622,-0.931352383505724,1,0,0,1.43048931407745e-160,0.257274543744596,0.222275659016442,-0.994297995195973,"Sens_scaled","PAA","80"
"Sens_scaled_PAA_120","all",1400,0.543951092429027,1.28840260771788e-240,2.05445080093261,1.98294982047237,2.12852995566331,-1.07615516464837,-1.14108446020711,-1.01122586908963,1,0,0,3.65236944787112e-173,0.275735421369608,0.231283725324736,-1.07615516464837,"Sens_scaled","PAA","120"
"Sens_scaled_PAA_160","all",1400,0.588295135781708,1.09573884671399e-271,2.13125554768595,2.06071658506756,2.20420908069376,-1.13648273785224,-1.20101982681452,-1.07194564888995,1,0,0,1.43186754675572e-189,0.260493846933793,0.215226120223109,-1.13648273785224,"Sens_scaled","PAA","160"
"Sens_scaled_PAA_200","all",1398,0.584951820894056,7.55790394593375e-269,2.04629513047505,1.97825047314801,2.1166802777722,-1.04990814102263,-1.1116670745213,-0.988149207523969,1,0,0,7.7665953967349e-180,0.255066730565131,0.213641782883799,-1.04990814102263,"Sens_scaled","PAA","200"
"Sens_scaled_PAA_400","all",1407,0.589073987757977,1.29323447537623e-273,2.11077598375372,2.04115123754401,2.18277566681064,-1.10443857968824,-1.16746015342657,-1.04141700594991,1,0,0,1.87387575802474e-188,0.256554912878013,0.213051024862073,-1.10443857968824,"Sens_scaled","PAA","400"
"Sens_scaled_PA_40","all",1149,0.302956359548663,5.49668259211348e-92,1.46514101049363,1.39598839441578,1.53771921687692,-0.550550549630266,-0.615711544954885,-0.485389554305647,1,0,0,1.70774912149178e-55,0.300652936570007,0.299479610512415,-0.550550549630266,"Sens_scaled","PA","40"
"Sens_scaled_PA_80","all",1321,0.331950361934989,1.10128336408348e-117,1.53598099727017,1.46966398232508,1.60529049656822,-0.596026263511913,-0.657639342375325,-0.534413184648502,1,0,0,3.39198338662515e-71,0.28178216584498,0.283649904457502,-0.596026263511913,"Sens_scaled","PA","80"
"Sens_scaled_PA_120","all",1363,0.363033670771446,1.80161573757349e-135,1.54321203341132,1.47910896235949,1.61009326606101,-0.590512357438958,-0.648331886520949,-0.532692828356968,1,0,0,1.86809624060274e-78,0.284974670311648,0.284197022495995,-0.590512357438958,"Sens_scaled","PA","120"
"Sens_scaled_PA_160","all",1371,0.351434243117549,6.96109545347243e-131,1.65970074513851,1.59034707378992,1.73207887058821,-0.68076890005343,-0.743746485433807,-0.617791314673053,1,0,0,1.59622132849535e-86,0.277884592293225,0.285127928540225,-0.68076890005343,"Sens_scaled","PA","160"
"Sens_scaled_PA_200","all",1375,0.372414723543419,4.4598671642721e-141,1.63193973916122,1.56493024590654,1.70181854381045,-0.653755538645459,-0.714216950583195,-0.593294126707723,1,0,0,1.34758284274798e-86,0.270734248830565,0.274737596819178,-0.653755538645459,"Sens_scaled","PA","200"
"Sens_scaled_PA_400","all",1396,0.375150849618124,1.57548469295412e-144,1.64310264090578,1.57627798802496,1.71276025489279,-0.644525159379365,-0.704030057213095,-0.585020261545636,1,0,0,5.12582758198906e-87,0.266039968154798,0.274350217377941,-0.644525159379365,"Sens_scaled","PA","400"
"Sens_scaled_PBG_40","all",1343,0.429872386214714,7.9492153443031e-166,2.04795161616523,1.96678793338734,2.13246469075616,-1.0512384906893,-1.12524167386452,-0.977235307514083,1,0,0,3.32499428518112e-135,0.278730771250343,0.263298243099896,-1.0512384906893,"Sens_scaled","PBG","40"
"Sens_scaled_PBG_80","all",1386,0.508624134887311,8.63291235460984e-216,1.99257899312699,1.92028807187558,2.06759136923296,-0.972617214361428,-1.0375792081175,-0.907655220605359,1,0,0,8.82760317659857e-148,0.252890298872481,0.233999665354097,-0.972617214361428,"Sens_scaled","PBG","80"
"Sens_scaled_PBG_120","all",1400,0.487355685797245,4.42940508485551e-205,2.09232546054663,2.01520381552791,2.17239854307482,-1.06965199559029,-1.13828037348033,-1.00102361770025,1,0,0,1.22546625277995e-157,0.273706720939553,0.248045244724165,-1.06965199559029,"Sens_scaled","PBG","120"
"Sens_scaled_PBG_160","all",1400,0.525083306101366,2.65645356801078e-228,2.17100590637512,2.09392975687292,2.25091917722897,-1.12631402797829,-1.19529293173056,-1.05733512422602,1,0,0,2.75600337853934e-169,0.258968389417325,0.233981735013545,-1.12631402797829,"Sens_scaled","PBG","160"
"Sens_scaled_PBG_200","all",1398,0.529609150900447,6.97354727978639e-231,2.09470393624628,2.02063327308836,2.17148981904041,-1.04758513987566,-1.11327378986205,-0.981896489889272,1,0,0,3.00020723491762e-163,0.252843498770853,0.229867326758704,-1.04758513987566,"Sens_scaled","PBG","200"
"Sens_scaled_PBG_400","all",1407,0.534827278368019,9.17598755656661e-236,2.21420250753473,2.13657951102198,2.29464558612566,-1.1527430900181,-1.22151456029317,-1.08397161974304,1,0,0,2.45980731038925e-176,0.256264804361733,0.229034829595417,-1.1527430900181,"Sens_scaled","PBG","400"
"TSS_scaled_PAA_40","all",1342,0.636899666080255,4.5075566158784e-297,1.23801821624731,1.19868486888604,1.27864223829281,-0.157035651071024,-0.188098133077747,-0.1259731690643,1,0,0,2.02332560045393e-22,0.191973232934968,0.201705925885605,-0.157035651071024,"TSS_scaled","PAA","40"
"TSS_scaled_PAA_80","all",1386,0.712564938172862,0,1.21372437613874,1.1798969780481,1.24852159861479,-0.121260280393311,-0.147593193075269,-0.0949273677113535,1,0,0,5.45213938762945e-19,0.168945736466768,0.172497627814055,-0.121260280393311,"TSS_scaled","PAA","80"
"TSS_scaled_PAA_120","all",1400,0.740937445620349,0,1.16195992991712,1.13134540861363,1.1934028886788,-0.0716839141291679,-0.0946998502595963,-0.0486679779987394,1,0,0,1.29209366895057e-09,0.167149282653955,0.168445999000737,-0.0716839141291679,"TSS_scaled","PAA","120"
"TSS_scaled_PAA_160","all",1400,0.766357790270041,0,1.17096989278075,1.14165077369676,1.20104196606374,-0.0706976061802606,-0.0931131148988321,-0.048282097461689,1,0,0,8.03817338986306e-10,0.160311705091804,0.157379181725466,-0.0706976061802606,"TSS_scaled","PAA","160"
